no,date,red1,red2,red3,red4,red5,blue1,blue2
22003,20220105,02,18,24,25,34,08,12
22004,20220108,07,20,27,30,33,03,04
22005,20220110,02,13,17,19,34,05,09
22006,20220112,01,05,07,17,20,05,12
22007,20220115,05,22,23,25,35,03,11
22008,20220117,01,02,13,18,34,06,07
22009,20220119,13,14,18,31,33,07,10
22010,20220122,04,19,25,31,35,02,11
22011,20220124,03,05,17,24,32,05,12
22012,20220126,03,05,10,33,34,07,10
22013,20220209,04,09,16,25,32,05,06
22014,20220212,01,04,10,18,32,01,09
22015,20220214,01,02,08,12,30,05,12
22016,20220216,01,07,17,26,32,01,09
22017,20220219,10,14,18,23,25,07,11
22018,20220221,16,21,29,31,34,06,09
22019,20220223,01,04,07,17,21,01,02
22020,20220226,16,17,30,31,35,08,09
22021,20220228,11,15,16,18,35,06,09
22022,20220302,01,05,14,17,28,06,07
22023,20220305,04,05,18,20,25,11,12
22024,20220307,01,02,11,30,35,01,12
22025,20220309,04,07,22,24,29,01,07
22026,20220312,11,14,22,23,27,08,10
22027,20220314,03,06,11,31,32,05,12
22028,20220316,04,09,16,17,35,01,07
22029,20220319,07,08,10,14,17,10,12
22030,20220321,12,14,15,21,30,01,09
22031,20220323,07,14,16,20,28,04,08
22032,20220326,05,09,18,31,32,01,05
22033,20220328,08,15,16,19,33,03,04
22034,20220330,02,10,24,27,28,06,07
22035,20220402,09,11,13,23,31,05,08
22036,20220404,18,19,21,26,34,06,07
22037,20220406,01,09,17,20,28,06,10
22038,20220409,07,09,11,12,26,09,12
22039,20220411,01,08,11,22,31,05,11
22040,20220413,10,19,25,29,33,08,12
22041,20220416,05,15,25,26,33,06,11
22042,20220418,08,10,11,29,32,02,06
22043,20220420,02,16,17,24,30,09,12
22044,20220423,01,02,16,17,20,03,07
22045,20220425,02,03,07,12,20,01,05
22046,20220427,06,07,12,22,27,03,05
22047,20220430,07,10,11,12,33,03,11
22048,20220502,16,22,28,29,32,08,09
22049,20220504,06,10,20,28,35,01,10
22050,20220507,02,10,21,24,30,08,10
22051,20220509,01,16,17,19,33,05,06
22052,20220511,01,13,18,29,35,04,09
22053,20220514,09,17,19,20,25,01,09
22054,20220516,05,16,21,23,34,07,10
22055,20220518,01,02,12,15,23,04,06
22056,20220521,02,11,15,17,31,07,09
22057,20220523,06,12,18,21,35,07,10
22058,20220525,03,04,24,26,35,07,08
22059,20220528,04,15,18,32,34,04,09
22060,20220530,02,06,10,11,20,03,09
22061,20220601,06,09,19,22,30,01,06
22062,20220604,05,09,11,12,31,07,11
22063,20220606,02,03,22,26,31,06,10
22064,20220608,02,19,22,25,35,05,07
22065,20220611,05,10,13,22,28,01,04
22066,20220613,02,24,25,26,34,03,12
22067,20220615,04,14,15,32,33,10,11
22068,20220618,03,06,10,15,23,03,08
22069,20220620,02,03,23,28,35,02,09
22070,20220622,01,07,17,23,35,07,11
22071,20220625,09,15,19,25,29,08,09
22072,20220627,01,12,13,15,30,03,07
22073,20220629,11,18,21,25,32,02,04
22074,20220702,02,06,21,25,28,02,06
22075,20220704,04,12,13,17,18,07,09
22076,20220706,05,17,30,34,35,02,09
22077,20220709,05,10,11,16,19,01,10
22078,20220711,02,03,18,20,27,01,02
22079,20220713,07,10,19,26,32,08,12
22080,20220716,10,17,30,31,34,03,06
22081,20220718,05,10,19,31,32,09,10
22082,20220720,04,26,27,30,33,02,09
22083,20220723,02,09,17,26,32,04,06
22084,20220725,03,11,19,25,27,04,12
22085,20220727,11,16,31,33,35,06,08
22086,20220730,04,10,21,28,31,08,11
22087,20220801,04,06,10,24,28,06,12
22088,20220803,01,08,10,20,35,06,11
22089,20220806,01,20,21,31,33,03,11
22090,20220808,01,20,24,25,31,09,12
22091,20220810,02,11,20,22,34,04,12
22092,20220813,01,04,12,23,29,05,12
22093,20220815,07,11,14,21,29,07,10
22094,20220817,03,04,07,12,19,02,05
22095,20220820,05,08,22,25,35,02,07
22096,20220822,16,19,24,27,33,01,06
22097,20220824,05,13,22,28,29,05,11
22098,20220827,01,03,06,11,13,03,11
22099,20220829,07,18,25,27,33,04,05
22100,20220831,10,19,20,23,31,03,07
22101,20220903,02,04,06,07,08,03,06
22102,20220905,01,05,14,20,30,02,04
22103,20220907,08,12,16,21,32,01,12
22104,20220910,03,05,13,19,25,02,05
22105,20220912,01,08,09,21,22,01,04
22106,20220914,16,17,21,28,32,04,07
22107,20220917,07,09,19,28,29,08,10
22108,20220919,04,07,13,26,28,07,11
22109,20220921,05,09,24,29,35,05,12
22110,20220924,02,13,16,18,23,03,06
22111,20220926,06,12,16,19,31,06,10
22112,20220928,04,11,18,20,26,06,12
22113,20221005,13,15,22,31,33,05,12
22114,20221008,11,21,24,27,28,05,10
22115,20221010,17,19,20,23,27,03,08
22116,20221012,01,07,20,22,31,07,12
22117,20221015,09,12,15,21,32,02,07
22118,20221017,02,05,15,17,26,02,08
22119,20221019,01,09,16,25,29,04,09
22120,20221022,11,22,26,30,33,03,05
22121,20221024,04,15,16,20,21,04,05
22122,20221026,04,15,17,19,25,06,12
22123,20221029,02,20,28,29,30,07,10
22124,20221031,02,04,11,25,30,06,12
22125,20221102,03,07,14,16,19,01,11
22126,20221105,04,05,08,22,35,01,03
22127,20221107,02,03,08,09,20,04,10
22128,20221109,10,19,21,23,35,04,10
22129,20221112,10,17,23,34,35,01,04
22130,20221114,05,07,15,18,23,05,10
22131,20221116,02,06,08,10,17,05,06
22132,20221119,02,27,30,34,35,09,12
22133,20221121,01,02,14,30,31,06,09
22134,20221123,03,16,23,27,32,03,06
22135,20221126,09,10,27,31,32,01,03
22136,20221128,01,11,15,17,33,03,11
22137,20221130,05,06,08,15,20,07,08
22138,20221203,05,13,16,27,33,07,12
22139,20221205,01,13,14,22,35,02,05
22140,20221207,05,15,25,26,29,04,12
22141,20221210,05,06,14,24,25,02,04
22142,20221212,07,12,14,29,35,01,11
22143,20221214,10,13,14,27,33,07,08
22144,20221217,03,04,08,15,21,04,07
22145,20221219,10,20,29,30,35,06,09
22146,20221221,01,21,23,28,35,07,09
22147,20221224,04,12,22,28,30,09,11
22148,20221226,04,05,06,26,27,07,12
22149,20221228,15,19,22,26,28,02,07
22150,20221231,06,07,26,29,30,03,12
23001,20230102,18,19,24,27,34,11,12
23002,20230104,11,14,21,26,27,02,07
23003,20230107,05,06,14,21,22,02,09
23004,20230109,04,13,15,20,22,04,08
23005,20230111,01,03,10,20,29,06,11
23006,20230114,02,04,12,27,35,06,07
23007,20230116,02,03,24,30,32,01,06
23008,20230118,04,09,17,22,25,01,05
23009,20230130,01,05,11,15,33,01,10
23010,20230201,05,06,13,23,26,01,06
23011,20230204,02,07,08,17,25,01,03
23012,20230206,07,16,17,18,28,02,03
23013,20230208,01,02,09,23,25,02,06
23014,20230211,03,08,18,22,24,01,09
23015,20230213,08,16,24,25,34,08,12
23016,20230215,02,04,12,31,32,07,11
23017,20230218,02,05,09,22,27,10,11
23018,20230220,04,08,17,26,30,03,11
23019,20230222,05,08,09,11,15,06,08
23020,20230225,05,06,23,25,28,06,09
23021,20230227,02,09,18,23,27,03,05
23022,20230301,07,11,15,26,28,08,10
23023,20230304,09,21,23,25,33,03,10
23024,20230306,11,15,24,27,30,01,10
23025,20230308,03,09,27,30,31,11,12
23026,20230311,02,13,24,27,30,01,06
23027,20230313,09,10,12,15,23,03,06
23028,20230315,01,03,29,30,34,04,12
23029,20230318,07,25,27,34,35,09,11
23030,20230320,06,11,12,20,35,05,12
23031,20230322,05,07,08,16,25,03,11
23032,20230325,05,06,18,28,30,02,07
23033,20230327,04,06,10,11,25,07,09
23034,20230329,07,09,10,15,24,04,12
23035,20230401,07,14,23,25,29,02,11
23036,20230403,01,13,22,26,31,02,10
23037,20230405,06,08,16,20,24,07,08
23038,20230408,04,10,18,27,32,10,12
23039,20230410,02,24,26,30,34,06,07
23040,20230412,04,05,18,22,30,05,12
23041,20230415,05,08,13,26,35,05,09
23042,20230417,02,16,21,23,27,01,08
23043,20230419,02,04,17,20,27,01,08
23044,20230422,02,06,07,08,15,07,10
23045,20230424,07,10,13,28,31,04,05
23046,20230426,13,21,25,28,32,02,10
23047,20230429,10,12,13,24,25,11,12
23048,20230501,07,13,16,25,32,09,11
23049,20230503,03,17,22,26,28,07,12
23050,20230506,08,09,14,25,29,04,06
23051,20230508,03,11,19,29,33,03,12
23052,20230510,02,08,11,30,33,05,08
23053,20230513,01,03,11,14,20,02,11
23054,20230515,19,25,30,31,34,07,09
23055,20230517,06,08,12,13,15,01,06
23056,20230520,13,22,24,33,34,01,02
23057,20230522,01,05,06,19,24,05,11
23058,20230524,19,22,29,32,35,05,08
23059,20230527,09,13,23,25,28,04,07
23060,20230529,02,07,19,24,30,09,12
23061,20230531,07,11,21,30,32,05,07
23062,20230603,06,08,22,24,30,01,08
23063,20230605,04,18,29,31,34,06,09
23064,20230607,02,06,09,31,32,03,07
23065,20230610,08,14,16,21,25,03,12
23066,20230612,06,11,13,30,32,01,03
23067,20230614,02,28,30,33,35,02,10
23068,20230617,21,22,24,27,31,07,08
23069,20230619,08,20,21,25,32,05,07
23070,20230621,10,26,29,32,33,03,11
23071,20230624,02,11,12,32,34,10,12
23072,20230626,05,06,09,11,14,02,04
23073,20230628,15,25,28,30,35,08,10
23074,20230701,03,13,22,29,34,02,09
23075,20230703,07,17,20,23,32,05,11
23076,20230705,08,09,11,26,34,02,07
23077,20230708,05,16,18,26,35,03,06
23078,20230710,02,03,06,26,27,07,08
23079,20230712,06,08,26,29,34,05,08
23080,20230715,01,02,09,16,30,01,11
23081,20230717,05,06,23,28,35,07,10
23082,20230719,02,08,09,15,20,03,09
23083,20230722,13,15,21,25,32,09,10
23084,20230724,03,05,08,24,32,07,08
23085,20230726,11,12,26,31,35,05,07
23086,20230729,03,11,15,20,35,07,11
23087,20230731,03,04,16,19,24,04,05
23088,20230802,08,14,16,22,24,09,12
23089,20230805,03,12,20,26,35,02,12
23090,20230807,08,11,12,19,35,11,12
23091,20230809,06,16,18,28,29,07,11
23092,20230812,03,16,21,26,32,03,12
23093,20230814,11,14,17,19,21,01,05
23094,20230816,12,19,22,28,32,08,12
23095,20230819,08,19,28,32,34,03,07
23096,20230821,06,07,14,21,31,03,10
23097,20230823,06,07,18,20,22,03,09
23098,20230826,02,07,15,30,34,05,09
23099,20230828,09,11,13,22,23,06,07
23100,20230830,04,06,13,19,35,09,11
23101,20230902,06,14,16,17,28,07,10
23102,20230904,02,04,07,16,33,07,11
23103,20230906,08,11,19,31,32,08,11
23104,20230909,06,15,16,32,33,08,10
23105,20230911,07,08,19,20,25,02,11
23106,20230913,16,24,26,28,31,01,06
23107,20230916,01,12,15,16,18,03,10
23108,20230918,05,06,17,30,32,02,08
23109,20230920,01,12,21,22,31,02,09
23110,20230923,04,09,11,13,17,07,08
23111,20230925,03,12,15,28,35,02,12
23112,20230927,01,11,17,22,27,02,09
23113,20230930,06,08,30,32,33,03,10
23114,20231007,02,25,27,30,35,01,10
23115,20231009,07,10,23,31,34,02,10
23116,20231011,01,03,09,18,29,04,09
23117,20231014,05,07,15,18,20,03,04
23118,20231016,06,07,13,25,33,05,08
23119,20231018,04,08,10,14,21,04,10
23120,20231021,02,08,16,31,34,01,10
23121,20231023,05,11,15,23,33,01,09
23122,20231025,01,07,09,25,29,10,12
23123,20231028,02,14,16,28,30,02,07
23124,20231030,06,18,23,27,32,06,10
23125,20231101,07,25,26,29,32,02,08
23126,20231104,07,12,17,26,34,02,06
23127,20231106,04,07,08,18,19,02,06
23128,20231108,01,05,07,12,13,02,06
23129,20231111,09,23,25,27,33,06,12
23130,20231113,13,20,27,29,30,01,07
23131,20231115,03,07,21,22,24,06,07
23132,20231118,03,04,12,15,23,02,06
23133,20231120,10,18,25,28,33,05,11
23134,20231122,10,15,22,27,33,01,12
23135,20231125,05,18,22,28,29,09,12
23136,20231127,13,23,27,30,34,06,09
23137,20231129,04,19,21,30,31,06,12
23138,20231202,07,12,20,28,31,09,10
23139,20231204,15,16,25,31,34,05,09
23140,20231206,01,02,09,19,30,01,02
23141,20231209,04,22,25,30,31,04,05
23142,20231211,04,13,15,17,32,10,12
23143,20231213,09,20,23,29,33,02,10
23144,20231216,05,14,18,25,35,01,10
23145,20231218,06,10,12,32,33,06,07
23146,20231220,14,18,19,26,31,02,07
23147,20231223,06,07,19,33,34,03,08
23148,20231225,11,12,20,21,27,02,12
23149,20231227,01,16,17,21,29,01,06
23150,20231230,05,06,17,18,33,11,12
24001,20240101,03,09,17,26,35,02,07
24002,20240103,01,06,08,27,32,03,04
24003,20240106,07,09,12,23,29,01,02
24004,20240108,02,06,18,19,27,08,09
24005,20240110,03,05,07,09,12,05,08
24006,20240113,08,13,16,17,33,02,10
24007,20240115,04,05,28,34,35,04,11
24008,20240117,04,06,11,20,30,03,05
24009,20240120,15,18,19,24,26,05,09
24010,20240122,02,08,10,15,27,02,08
24011,20240124,01,03,27,32,34,01,07
24012,20240127,21,22,25,26,34,01,09
24013,20240129,05,22,25,28,30,03,12
24014,20240131,04,05,16,21,31,09,11
24015,20240203,08,11,14,24,31,05,06
24016,20240205,15,18,25,27,29,06,11
24017,20240207,03,07,25,27,35,01,04
24018,20240219,04,12,19,25,27,01,09
24019,20240221,19,20,26,29,30,03,04
24020,20240224,02,04,08,19,26,02,06
24021,20240226,01,12,16,20,28,07,09
24022,20240228,07,09,11,31,32,04,08
24023,20240302,08,10,12,14,22,05,09
24024,20240304,03,05,12,17,26,01,12
24025,20240306,01,02,08,18,27,04,08
24026,20240309,01,18,21,26,33,02,12
24027,20240311,08,09,16,22,23,07,09
24028,20240313,13,18,20,26,28,04,08
24029,20240316,04,19,24,28,34,04,05
24030,20240318,08,09,11,19,30,06,12
24031,20240320,09,12,15,30,34,05,06
24032,20240323,05,15,26,33,35,01,09
24033,20240325,04,08,10,11,15,07,09
24034,20240327,23,26,27,29,33,05,08
24035,20240330,05,13,17,29,33,05,12
24036,20240401,02,05,11,32,34,06,10
24037,20240403,17,19,20,29,35,07,11
24038,20240406,15,22,24,25,29,01,05
24039,20240408,03,10,11,20,22,06,10
24040,20240410,05,12,16,29,30,03,06
24041,20240413,06,08,14,16,28,03,05
24042,20240415,01,08,15,23,35,05,12
24043,20240417,03,04,08,14,27,05,07
24044,20240420,03,13,15,17,22,06,10
24045,20240422,09,10,14,31,32,03,08
24046,20240424,06,12,17,29,30,07,11
24047,20240427,11,19,21,26,35,10,11
24048,20240429,12,18,21,26,28,08,09
24049,20240501,04,06,09,10,22,01,08
24050,20240504,03,04,14,18,26,07,09
24051,20240506,05,21,22,23,29,01,02
24052,20240508,02,03,13,22,34,04,08
24053,20240511,01,07,19,20,35,03,09
24054,20240513,05,06,09,11,22,01,03
24055,20240515,07,17,22,30,34,05,07
24056,20240518,16,17,18,27,35,06,12
24057,20240520,09,25,30,33,34,03,09
24058,20240522,06,10,13,20,32,01,02
24059,20240525,17,18,20,25,31,03,12
24060,20240527,03,21,25,28,30,01,12
24061,20240529,01,12,19,31,33,05,08
24062,20240601,05,14,15,16,33,03,05
24063,20240603,07,12,16,33,34,01,03
24064,20240605,05,12,21,32,33,08,09
24065,20240608,05,10,18,26,27,03,06
24066,20240610,13,19,20,24,25,06,07
24067,20240612,03,11,14,20,22,06,09
24068,20240615,15,20,31,32,33,05,10
24069,20240617,07,09,16,20,24,03,07
24070,20240619,04,20,21,32,34,02,09
24071,20240622,06,10,15,34,35,02,10
24072,20240624,04,17,21,23,32,01,06
24073,20240626,07,09,12,21,23,05,09
24074,20240629,02,10,11,21,27,09,11
24075,20240701,08,17,26,28,32,01,10
24076,20240703,01,06,22,27,35,07,12
24077,20240706,01,03,25,26,29,06,12
24078,20240708,05,07,10,14,15,04,07
24079,20240710,03,08,17,18,23,06,11
24080,20240713,03,05,24,27,28,09,11
24081,20240715,14,15,25,27,34,01,10
24082,20240717,08,21,23,24,26,04,05
24083,20240720,09,11,12,13,30,07,09
24084,20240722,04,11,16,17,23,05,10
24085,20240724,02,09,16,29,35,01,06
24086,20240727,11,12,14,22,28,07,11
24087,20240729,07,10,20,28,34,05,10
24088,20240731,01,02,23,28,32,03,05
24089,20240803,05,06,29,30,34,07,08
24090,20240805,02,03,06,28,33,07,11
24091,20240807,01,08,11,17,21,01,02
24092,20240810,02,04,25,26,31,01,06
24093,20240812,16,24,26,28,29,08,12
24094,20240814,12,13,24,29,31,02,08
24095,20240817,01,07,19,26,27,03,05
24096,20240819,02,03,23,27,31,01,10
24097,20240821,07,11,12,14,19,02,08
24098,20240824,03,10,15,19,29,09,10
24099,20240826,04,10,24,31,35,05,08
24100,20240828,02,12,19,22,32,05,11
24101,20240831,16,19,22,27,35,06,10
24102,20240902,01,05,09,14,20,05,11
24103,20240904,19,21,29,32,33,06,08
24104,20240907,01,04,09,13,17,06,09
24105,20240909,14,20,21,28,32,09,11
24106,20240911,05,11,19,22,29,02,12
24107,20240914,06,14,16,18,34,03,10
24108,20240916,16,17,21,31,34,03,08
24109,20240918,12,23,26,27,28,03,11
24110,20240921,01,07,08,18,28,04,12
24111,20240923,03,09,19,27,30,07,11
24112,20240925,05,15,24,31,34,03,10
24113,20240928,16,18,25,26,33,04,08
24114,20240930,12,27,30,34,35,05,11
24115,20241005,03,04,12,19,24,08,12
24116,20241007,01,03,06,16,25,01,11
24117,20241009,02,10,22,26,28,02,04
24118,20241012,01,03,09,16,19,05,11
24119,20241014,06,12,28,30,33,02,07
24120,20241016,04,12,17,23,27,02,08
24121,20241019,07,15,18,24,33,04,05
24122,20241021,05,06,09,15,17,03,10
24123,20241023,03,09,16,30,31,08,09
24124,20241026,02,03,07,10,25,01,11
24125,20241028,10,14,19,24,26,01,10
24126,20241030,02,10,17,28,34,07,08
24127,20241102,02,03,10,16,28,07,10
24128,20241104,03,07,10,29,31,01,03
24129,20241106,07,19,30,31,34,05,07
24130,20241109,11,21,25,31,32,04,10
24131,20241111,02,03,04,21,26,02,03
24132,20241113,05,06,10,16,31,06,09
24133,20241116,08,10,14,22,29,04,06
24134,20241118,01,04,07,13,33,05,06
24135,20241120,06,08,22,24,30,03,08
24136,20241123,01,17,20,29,34,07,08
24137,20241125,08,15,16,17,21,02,05
24138,20241127,05,17,20,28,34,04,09
24139,20241130,05,12,20,23,24,05,07
24140,20241202,03,06,15,23,31,01,12
24141,20241204,02,06,07,16,20,02,11
24142,20241207,08,21,24,33,34,03,10
24143,20241209,16,20,22,24,31,04,05
24144,20241211,06,07,08,21,30,01,05
24145,20241214,01,06,09,22,24,01,03
24146,20241216,05,20,21,22,32,03,04
24147,20241218,12,18,21,22,31,01,07
24148,20241221,06,09,20,32,35,08,11
24149,20241223,02,05,16,18,22,07,09
24150,20241225,04,11,23,25,34,05,07
24151,20241228,05,12,17,19,35,10,11
24152,20241230,01,02,07,08,31,02,10
25001,20250101,05,08,16,17,27,04,07
25002,20250104,19,21,22,28,32,06,09
25003,20250106,10,25,30,32,34,04,10
25004,20250108,02,05,09,13,33,01,07
25005,20250111,05,06,08,31,32,09,11
25006,20250113,03,04,13,19,35,03,10
25007,20250115,15,22,23,25,31,01,09
25008,20250118,01,05,07,13,35,05,12
25009,20250120,03,19,21,30,32,06,09
25010,20250122,05,21,28,30,32,07,12
25011,20250125,03,06,07,11,27,02,08
25012,20250208,02,18,19,21,25,02,11
25013,20250210,14,16,18,20,35,02,05
25014,20250212,05,19,22,29,35,02,10
25015,20250215,07,10,24,31,35,01,08
25016,20250217,05,07,12,20,29,08,12
25017,20250219,10,12,26,28,31,03,10
25018,20250222,01,07,09,20,28,01,04
25019,20250224,07,08,11,18,23,03,11
25020,20250226,01,09,12,22,29,05,09
25021,20250301,10,18,25,30,35,03,12
25022,20250303,01,11,13,27,29,04,10
25023,20250305,10,20,22,24,25,09,12
25024,20250308,06,12,13,16,23,05,08
25025,20250310,03,06,08,10,25,03,07
25026,20250312,02,03,07,17,30,01,09
25027,20250315,03,06,11,13,20,01,11
25028,20250317,06,08,20,25,29,03,07
25029,20250319,05,09,26,31,33,03,10
25030,20250322,03,09,14,24,28,06,07
25031,20250324,14,18,20,25,35,01,07
25032,20250326,12,22,25,27,28,01,02
25033,20250329,01,02,08,10,33,10,12
25034,20250331,04,15,22,28,33,06,08
25035,20250402,22,25,28,29,30,04,08
25036,20250405,04,07,13,27,30,02,06
